No,연번,브랜드명,사업장명,대표자명,업종(중분류),업종(소분류),주소,경도,위도,상태
3,5503,이노비즈,(주)인벡스다이아몬드,정진후,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,경기 파주시 교하로425번길 25-28 (동패동),126.733867184008,37.7054631636486,정좌표
4,5504,이노비즈,주식회사 광메탈,이강준,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,충북 음성군 생극면 일생로 435-33 ,127.573974659188,37.0389024675355,정좌표
5,5505,이노비즈,(주)종성테크,임성규,출판업,소프트웨어 개발 및 공급업,"서울 송파구 송파대로 167, 8층 A동 816호 (문정동, 문정역테라타워)",127.122037267926,37.4850540279486,정좌표
6,5506,이노비즈,주식회사 고려이엠씨,박석근,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",경기도 화성시 정남산단2길 46 ,127.027803077828,37.1464764025668,정좌표
7,5507,이노비즈,(주)이지시스템,이승호,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,서울 금천구 가산디지털1로 168 우림라이온스밸리 c-1312 (가산동),126.88263616345,37.4799658030568,정좌표
8,5508,이노비즈,유하정판주식회사,송의동,인쇄 및 기록매체 복제업,인쇄 및 인쇄관련 산업,충남 천안시 서북구 성거읍 마당재길 28 ,127.173785093498,36.8510696293343,정좌표
9,5509,이노비즈,금화스틸,허재혁,1차 금속 제조업,금속 주조업,경남 창원시 진해구 남의로43번길 5 (남양동),128.785624765926,35.1156921172158,정좌표
10,5510,이노비즈,(주)제스아이앤씨,임승환,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","서울 구로구 디지털로27길 36 407호 (구로동, 이스페이스)",126.892557233189,37.4837443343287,정좌표
11,5511,이노비즈,동원정밀 주식회사,정태성,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경상남도 창원시 의창구 사화로224 (팔용동),128.628379128289,35.246070074138,정좌표
12,5512,이노비즈,천지산업(주),김태연,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경기 여주시 가남읍 경충대로 1022 ,127.563792911786,37.1859602056202,정좌표
13,5513,이노비즈,페이브텍(주),유석준,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경기 화성시 봉담읍 수기웃말길 22-5,126.982265461759,37.2024224014047,정좌표
14,5514,이노비즈,욱일산업(주),김광석,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,경상북도 영천시 대창면 금박로 744-100 (대창면),128.865794589875,35.8703885948822,정좌표
15,5515,이노비즈,(주)영이너폼,이종덕,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,경기도 고양시 덕양구 고양대로 1972-5 301호 (YOUNG1999빌딩),126.898166276297,37.6463586103717,정좌표
16,5516,이노비즈,대신네트웍스주식회사,김영식,우편 및 통신업,전기 통신업,"경남 창원시 의창구 중앙대로 263 (용호동, 오피스프라자 409호)",128.689342083122,35.2359300163427,정좌표
17,5517,이노비즈,(주)아우레이트,조익길,식료품 제조업,기타 식품 제조업,인천광역시 남동구  앵고개로 614 (고잔동),126.705652984327,37.390047406073,정좌표
18,5518,이노비즈,(주)에이치와이티씨,조동석,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,서울 금천구 두산로7길 31 (독산동),126.891376485584,37.4718246651451,정좌표
19,5519,이노비즈,(주)디자인비아트,김진만,기타 제품 제조업,그 외 기타 제품 제조업,"서울 구로구 디지털로26길 5 (구로동, 에이스하이앤드타워 411호,412호)",126.893479350651,37.481610694573,정좌표
20,5520,이노비즈,캐비트론주식회사,김성용,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,대전 유성구 죽동로 161 (죽동),127.336421072815,36.3806412581913,정좌표
21,5521,이노비즈,삼부기술(주),조성태,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,경기 안양시 동안구 학의로 268 메가밸리 604호 (관양동),126.967588504622,37.4015096809086,정좌표
22,5522,이노비즈,삼오전기(주),김은하,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",전북 김제시  하공로 174 (흥사동),126.895833419901,35.8243130548107,정좌표
23,5523,이노비즈,(주)누림소프트,박상진,출판업,소프트웨어 개발 및 공급업,대전광역시 서구  둔산로 69 (둔산동) 금성빌딩 801호,127.381512760063,36.3515724530831,정좌표
24,5524,이노비즈,(주)리딩게이트,김용환,출판업,소프트웨어 개발 및 공급업,경기도 성남시 분당구 성남대로331번길 8 6층 608호,127.106632265868,37.3659482139777,정좌표
25,5525,이노비즈,유성하이테크(주),김국철,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,경북 영천시 언하공단2길 46 (신기동),128.958717900508,35.9901123110505,정좌표
26,5526,이노비즈,송죽글러브(주),정선희,"의복, 의복 액세서리 및 모피제품 제조업",의복 액세서리 제조업,경상북도 성주군 선남면 용신공단길 10-20 (선남면),128.393419829719,35.9285727266402,정좌표
27,5527,이노비즈,대륙식품(주),신정석,식료품 제조업,수산물 가공 및 저장 처리업,전남 장흥군 장평면 농공단지길 20 ,126.930191999056,34.8077216534218,정좌표
28,5528,이노비즈,주식회사 윈테크코리아,경명수,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,충남 천안시 서북구 입장면 위례성로 1898-11 ,127.251718216211,36.9105739288211,정좌표
29,5529,이노비즈,(주)비이링크,박연호,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,"경기도 성남시 중원구  사기막골로 124 (상대원동, 에스케이엔테크노파크제비즈센터동) 6층 610호",127.177940885002,37.4395214212437,정좌표
30,5530,이노비즈,(주)휴비스,김명진,출판업,소프트웨어 개발 및 공급업,"대전광역시 유성구  테크노1로 57 (관평동, 휴비스)",127.393515631326,36.4295012582613,정좌표
31,5531,이노비즈,(주)한성,이재덕,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,강원 영월군 북면 강구길 16 (영월농공단지 3블럭),128.421157314967,37.2254858070563,정좌표
32,5532,이노비즈,(주)한테크,김환엽,비금속 광물제품 제조업,유리 및 유리제품 제조업,충남 논산시 연산면 계백로 2420-9 (한테크공장),127.227902141282,36.2234650440861,정좌표
33,5533,이노비즈,(주)형제옵틱스,김희종,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,인천광역시 서구  도담2로 7 (오류동),126.61202703306,37.5922707040037,정좌표
34,5534,이노비즈,주식회사멜레아,곽희준,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,서울 영등포구 선유로9길 10 (문래동6가) sk v1 505~509호,126.887153146291,37.5178676121031,정좌표
35,5535,이노비즈,(주)진양화성,지혜경,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,부산 사상구 학장로 237-10 (학장동),128.992372259726,35.1457506486935,정좌표
36,5536,이노비즈,아방데코,엄원당,소매업; 자동차 제외,"섬유, 의복, 신발 및 가죽제품 소매업",경기 광명시 원노온사로 8 (노온사동),126.846277580628,37.448664404822,정좌표
37,5537,이노비즈,(주)비엠아이티,김석기,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,서울특별시 구로구 디지털로 273 13층 1307호 (에이스트윈타워2차),126.894103695267,37.4839550803565,정좌표
38,5538,이노비즈,(주)제파텍,임두병,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",서울특별시 금천구  가산디지털1로 25 (가산동) 6층 603호,126.886196940852,37.4682802339285,정좌표
39,5539,이노비즈,씰테크(주),윤관희,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,경기 화성시 장안면 석포로108번길 21 ,126.842024332592,37.1403129518656,정좌표
40,5540,이노비즈,(주)타임소프트,김철희,출판업,소프트웨어 개발 및 공급업,"서울 금천구 가산디지털1로 24 504호 (가산동, 대륭테크노타운13차)",126.887662400448,37.4684163708906,정좌표
41,5541,이노비즈,주식회사 고려고주파,유병선,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"인천광역시 남동구  청능대로448번길 149-27 (고잔동, 107블럭5로트)",126.706279115279,37.3926035420412,정좌표
42,5542,이노비즈,(주)인터텍,김지현,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,경기 화성시 동탄기흥로 15 (주)인터텍,127.086402516424,37.1622999117978,정좌표
43,5543,이노비즈,동현정공주식회사,양남수,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,인천 남동구 능허대로559번길 82 125B 12L 남동공단 (고잔동),126.678248284974,37.3978484207382,정좌표
44,5544,이노비즈,신대일제지공업(주),황명원,"펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업",대구 달서구 성서공단로51길 27 (장동),128.509715278165,35.8380981519565,정좌표
45,5545,이노비즈,(주)정우브레카,선종규,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,인천광역시 부평구 안남로418번길 7 ,126.711133452817,37.5203439246736,정좌표
46,5546,이노비즈,(주)에스아이엠,박석규,자동차 및 트레일러 제조업,자동차용 엔진 및 자동차 제조업,경기도 김포시 양촌읍 고음달로191번길 53-1 ,126.610147666741,37.6201266092968,정좌표
47,5547,이노비즈,세한에너지(주),권영호,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"경북 경산시 삼풍로 27 (삼풍동, 경북테크노파크 본부동 510호)",128.757274241985,35.82376216689,정좌표
48,5548,이노비즈,한솔칼라팩 주식회사,한중우,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",경기 화성시 마도면 청원로231번길 62-6 (한솔칼라팩㈜),126.775045894961,37.1808558267499,정좌표
49,5549,이노비즈,진성산업(주),김진섭,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",경기도 안성시 원곡면 지문로 349 ,127.139747135802,37.0679985369233,정좌표
50,5550,이노비즈,(주)에이텍스,김환옥,고무 및 플라스틱제품 제조업,고무제품 제조업,"경기 안산시 단원구 해봉로 272-6 21블럭 3롯트 (신길동,A동)",126.770462252098,37.3236724866769,정좌표
51,5551,이노비즈,주식회사 플라스콤,이희주,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,경기 화성시 장안면 석포로 382-11 (주)플라스콤,126.821514073094,37.1427212544994,정좌표
52,5552,이노비즈,(주)우경엔지니어링,박일양,"건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",충남 보령시 대천방조제로 68 (대천동),126.584861577522,36.3491603195797,정좌표
53,5553,이노비즈,장인열처리 주식회사,박인석,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,충청남도 아산시 둔포면 아산밸리로387번길 15 (둔포면),127.065279596671,36.906501985437,정좌표
54,5554,이노비즈,(주)신화이엔지,이원종,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,광주광역시 광산구  진곡산단4번로 31-18 (진곡동),126.784500500735,35.2061984003238,정좌표
55,5555,이노비즈,주성이엔지(주),윤영주,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,충청남도 당진시 대호지면 봉선길 58-0 (대호지면),126.52268622885,36.895792403579,정좌표
56,5556,이노비즈,에스제이하이테크,유준,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",충청남도 천안시 서북구 성환읍 율금3길 67-23 ,127.096062128194,36.8965909967852,정좌표
57,5557,이노비즈,(주)엔에스이,김대일,"건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업","대전 유성구 가정로 218 (가정동, 한국전자통신연구원 융합기술연구센터 508호)",127.367457331957,36.3816330096748,정좌표
58,5558,이노비즈,월드이엔텍(주),이상곤,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,"울산 남구 수암로 255 101동 201호 (야음동, 지산 오차드힐 아파트)",129.333808946947,35.5232792642565,정좌표
59,5559,이노비즈,중앙아이앤씨,조용석,섬유제품 제조업; 의복제외,기타 섬유제품 제조업,경상남도 창원시 성산구  성주로81번길 22 (남산동),128.695991010637,35.1950322953302,정좌표
60,5560,이노비즈,(주)신원,이성삼,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",경상남도 김해시 진영읍 하계로240번길 85 (진영읍),128.726533747673,35.2809076779694,정좌표
61,5561,이노비즈,(주)에코에너지기술연구소,이재근,연구개발업,자연과학 및 공학 연구개발업,부산광역시 강서구  체육공원로6번길 211 (대저1동),128.982340481733,35.210445244328,정좌표
62,5562,이노비즈,삼우금형,강옥수,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,경기 수원시 권선구 산업로 98 (고색동),126.975763427299,37.2400757110301,정좌표
63,5563,이노비즈,(주)강원엔티에스,전창열,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업","서울 금천구 가산디지털1로 145 805호 (가산동, 에이스하이엔드타워3)",126.881599113441,37.4781690245257,정좌표
64,5564,이노비즈,(주)피타소프트,허현민,출판업,소프트웨어 개발 및 공급업,"경기 성남시 분당구 판교로 331 4층(삼평동, ABN타워)",127.110545186617,37.4036602475923,정좌표
65,5565,이노비즈,(주)정원전자,공양근,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",인천광역시 남동구  남동서로270번길 39 (논현동),126.698240649424,37.4122136113723,정좌표
66,5566,이노비즈,현빈개발(주),권재훈,개인 및 소비용품 수리업,개인 및 가정용품 수리업,"서울 서초구 논현로 79 710호 (양재동, 윈드스톤호피스텔빌딩)",127.044787621717,37.476916088794,정좌표
67,5567,이노비즈,(주)우련,전성종,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경상남도 창원시 의창구  평산로70번길 12 (팔용동),128.618661016011,35.2491199658634,정좌표
68,5568,이노비즈,금오캐스트주식회사,"구자근,임주유",자동차 및 트레일러 제조업,자동차 신품 부품 제조업,대구 달서구 성서공단남로 140 (월암동),128.508009679113,35.8299734117879,정좌표
69,5569,이노비즈,(주)진영에이치앤에스,김영규,"의료, 정밀, 광학기기 및 시계 제조업",사진장비 및 광학기기 제조업,경남 창원시 의창구 대산면 주남로 515 ,128.705517874998,35.3300820725161,정좌표
70,5570,이노비즈,주식회사일송텍스,신일호,섬유제품 제조업; 의복제외,방적 및 가공사 제조업,경기도 포천시 가산면 포천로898번길 109-40 (가산면),127.202258391136,37.8421638934875,정좌표
71,5571,이노비즈,(주)우진에프.에이,장의석,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","경기 시흥시 마유로42번길 58 3바 217 (정왕동,(주)코라시스)",126.720108296389,37.3216532989023,정좌표
72,5572,이노비즈,(주)주원엔지니어링,노왕열,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"경기도 연천군 백학면 백학산단길 435-22 (백학면, 가동,나동,다동)",126.921191163767,38.0173211627816,정좌표
73,5573,이노비즈,중앙제관(주),이수호,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,충북 청주시 청원구 오창읍 두릉1길 36 ,127.348992772992,36.7433211909574,정좌표
74,5574,이노비즈,(주)한국의약연구소,김호현,연구개발업,자연과학 및 공학 연구개발업,경기 성남시 중원구 갈마치로 302 우림라이온스밸리5차 B동 809~812호 (상대원동),127.172580634061,37.4406289024682,정좌표
75,5575,이노비즈,(주)와이엠테크,오수영,"의복, 의복 액세서리 및 모피제품 제조업",모피제품 제조업,경기 양주시 광적면 부흥로956번길 111-12 ,126.989499488295,37.8060754885804,정좌표
76,5576,이노비즈,(주)엔티비코리아,전영기,출판업,소프트웨어 개발 및 공급업,서울 금천구 남부순환로108길 11-15 3층 (가산동),126.893244056167,37.477838391018,정좌표
77,5577,이노비즈,(주)케이알테크,김종철,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,경기 하남시 초광산단동로6번길 51 (광암동),127.173077576679,37.5262351096494,정좌표
78,5578,이노비즈,삼진기업(주),변재웅,"폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","전라남도 광양시  중마중앙로 149 (중동, 더다정빌딩) 3층",127.69778512407,34.9435424422095,정좌표
79,5579,이노비즈,(주)이안전자,박상현,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경기 화성시 향남읍 발안로 411-31 (동오리),126.952642414631,37.1337362103526,정좌표
80,5580,이노비즈,(주)리베첸,이능구,전기장비 제조업,가정용 기기 제조업,경기 김포시 양촌읍 유현삭시로 43-12 ,126.606124699279,37.6222852369329,정좌표
81,5581,이노비즈,(주)투엠모터스,성유경,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,경북 영천시 북안면 임포역길 21 (투엠테크),129.009292942561,35.9217916330163,정좌표
82,5582,이노비즈,유니에버(주),남준모,출판업,소프트웨어 개발 및 공급업,경북 구미시 산동읍 첨단기업1로 17 경북과학기술진흥센터 308호,128.440836793594,36.1415581011405,정좌표
83,5583,이노비즈,주식회사대안,김인숙,섬유제품 제조업; 의복제외,"섬유제품 염색, 정리 및 마무리 가공업",대구 서구 달서천로 68 (이현동),128.54173915856,35.8823385649073,정좌표
84,5584,이노비즈,국보환경주식회사,임종빈,"폐기물 수집, 운반, 처리 및 원료 재생업","폐기물 수집, 운반업",대전 동구 산내로450번길 13 (하소동),127.444739997953,36.2242868028453,정좌표
85,5585,이노비즈,(주)로나스코스메틱,한성수,도매 및 상품 중개업,생활용품 도매업,서울 성북구 한천로 553 3층 (석관동),127.063957055596,37.6092316064253,정좌표
86,5586,이노비즈,(주)씨엠에스,김애란,"펄프, 종이 및 종이제품 제조업",기타 종이 및 판지 제품 제조업,경기 군포시 군포첨단산업2로 81 (부곡동),126.943127848171,37.326828504294,정좌표
87,5587,이노비즈,(주)오토콘시스템,박장철,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","경기도 용인시 기흥구  동백중앙로16번길 16-4 (중동, 에이스동백타워 1동 1501~5호)",127.165093511614,37.2563432294732,정좌표
88,5588,이노비즈,주식회사민우,전기복,의료용 물질 및 의약품 제조업,의약품 제조업,경기 화성시 장안면 석포로74번길 10-7 (주)민우,126.842392447317,37.1378665970092,정좌표
89,5589,이노비즈,(주)얼라인드제네틱스,정연철,"건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업","경기도 안양시 동안구 시민대로327번길 28 (2층, 3층(관양동))",126.96636947685,37.3984497074944,정좌표
90,5590,이노비즈,(주)티앤아이,유영호,소매업; 자동차 제외,종합 소매업,경기 남양주시 와부읍 수레로319번길 18 ,127.240948158761,37.6016294451906,정좌표
91,5591,이노비즈,(주)우리식품,이화발,식료품 제조업,기타 식품 제조업,경기 안성시 대덕면 안성맞춤대로 1543-3 ,127.261421651629,37.0486430928151,정좌표
92,5592,이노비즈,세방산업,"신인수,정금필",섬유제품 제조업; 의복제외,직물직조 및 직물제품 제조업,경기 구리시 벌말로 108-14 (토평동),127.148507521042,37.585589710236,정좌표
93,5593,이노비즈,(주)종합해사,최진익,기타 운송장비 제조업,선박 및 보트 건조업,부산 영도구  남항남로 22 (남항동3가),129.036446812637,35.0850224782094,정좌표
94,5594,이노비즈,(주)로보터스,문홍연,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,경기도 성남시중원구 상대원1동(상대원동) 190-1번지 SK테크노파크 넥스동 2층,127.177693365011,37.4400229306817,정좌표
95,5595,이노비즈,(주)태경하이테크,최유해,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경기 광주시 초월읍 무들로8번길 50-13 ,127.295804827682,37.3843962528215,정좌표
96,5596,이노비즈,(주)에스코알티에스,김영권,고무 및 플라스틱제품 제조업,고무제품 제조업,충남 금산군 복수면 복수공단길 51 (ESCORTS 금산공장),127.438414097875,36.1766214497487,정좌표
97,5597,이노비즈,(주)디에이치하이드록스,강정석,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,부산 사하구 장림로 132 (장림동),128.963663128644,35.0822398484205,정좌표
98,5598,이노비즈,(주)에스앤에프,하경호,섬유제품 제조업; 의복제외,직물직조 및 직물제품 제조업,부산 북구 구만덕로60번길 24 (만덕동),129.043374244251,35.214460956237,정좌표
99,5599,이노비즈,(주)현대포멕스,유재균,전기장비 제조업,전구 및 조명장치 제조업,서울특별시 성동구 성수이로18길 31 풍림테크원 701호,127.060615793895,37.5419538474668,정좌표
100,5600,이노비즈,(주)제일기공,이효원,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경기 이천시 부발읍 황무로2065번길 72-75 ,127.520222162035,37.2398957764758,정좌표
1,5601,이노비즈,(주)동림유화,서봉준,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,인천 남동구 능허대로649번길 143 121B8L (고잔동),126.688354537194,37.3961786058217,정좌표
2,5602,이노비즈,주식회사 지디엘시스템,권준홍,출판업,소프트웨어 개발 및 공급업,"대전 유성구 테크노2로 187 411호 (용산동, 미건테크노월드)",127.406131445633,36.4240666042595,정좌표
3,5603,이노비즈,씨에스이 주식회사,채석주,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,충남 아산시 음봉면 4산단로 131-2 ,127.031086432863,36.8467914159494,정좌표
4,5604,이노비즈,서울의지,선동윤,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,서울 용산구 한강대로15길 2-9 B L (한강로3가),126.96435060841,37.5260565962148,정좌표
5,5605,이노비즈,주식회사 케이오피에스,설경오,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",경기 화성시 정남면 안념길 121-32 ,127.01639127791,37.155092951662,정좌표
6,5606,이노비즈,주식회사국민알루스,김성영,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",충북 음성군 삼성면 금일로700번길 27-1 ,127.51615717378,37.0186815421876,정좌표
7,5607,이노비즈,(주)백두엔씨디,"이완호,이병구,강한섭",기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경기 안산시 단원구 번영로 97 시화공단4마 203-2호 (성곡동),126.735589586907,37.3188823730943,정좌표
8,5608,이노비즈,(주)위셀,정명수,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,"경기 시흥시 시화벤처로 328 (정왕동, 시화MTV 3사 401호)",126.712849005007,37.3166487666691,정좌표
9,5609,이노비즈,(주)포시에스,박미경,출판업,소프트웨어 개발 및 공급업,서울특별시 강남구 논현로 646 (포시에스빌딩),127.03241160162,37.5114157963145,정좌표
10,5610,이노비즈,(주)동양기업,신정식,고무 및 플라스틱제품 제조업,고무제품 제조업,경남 양산시 어곡공단1길 118 (어곡동),129.017543660349,35.3815328062582,정좌표
11,5611,이노비즈,한국나가노(주),정구훈,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",경기 화성시 동부대로970번길 120-1 ,127.098342134635,37.1892492447666,정좌표
12,5612,이노비즈,(주)신화아이티,홍원희,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,충청북도 청주시 흥덕구 송절로 20-1 ,127.450935023491,36.6572606488019,정좌표
13,5613,이노비즈,(주)협신금속,이장원,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,부산 강서구 화전산단5로 8 (화전동),128.878790222294,35.0993639075338,정좌표
14,5614,이노비즈,(주)엘앤지,이진영,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경남 김해시 진영읍 하계로240번길 63 .,128.726375482051,35.2814446723524,정좌표
15,5615,이노비즈,(주)나온웍스,이준경,출판업,소프트웨어 개발 및 공급업,서울특별시 구로구 디지털로 271 벽산디지털밸리III 711호,126.89359924192,37.4833069411237,정좌표
16,5616,이노비즈,건우정공(주),차덕부,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경남 사천시 사남면 공단2로 42 (건우정공),128.069045138813,35.0646157436171,정좌표
17,5617,이노비즈,(주)제이텍솔루션,김희석,"건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",서울 금천구 가산디지털2로 53 한라시그마밸리 810호 (가산동),126.881145878592,37.4729568101904,정좌표
18,5618,이노비즈,홍 엔지니어링 주식회사,홍창표,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,인천 남동구 청능대로410번길 84 99B 9L 남동공단 (고잔동),126.701859103342,37.3954716610562,정좌표
19,5619,이노비즈,(주)마로로봇테크,김덕근,도매 및 상품 중개업,기타 전문 도매업,"경기도 부천시  평천로 655 (약대동, 부천테크노파크4단지) 401동 1004호",126.76491275336,37.5173874694584,정좌표
20,5620,이노비즈,오롬 주식회사,이호열,출판업,"서적, 잡지 및 기타 인쇄물 출판업",서울 중구 서애로 23 1층 (필동3가),126.997281752984,37.5602048327606,정좌표
21,5621,이노비즈,(주)넷케이티아이,김성용,소매업; 자동차 제외,무점포 소매업,"경기 성남시 분당구 운중로 135 9층, 10층 (운중동)",127.078152637109,37.3919415566165,정좌표
22,5622,이노비즈,켐가스코리아(주),장영상,"전기, 가스, 증기 및 공기조절 공급업",연료용 가스 제조 및 배관공급업,충북 음성군 원남면 원남산단로 226 켐가스코리아(주),127.676449363863,36.8899237484818,정좌표
23,5623,이노비즈,주식회사디티에스엠지,한기수,도매 및 상품 중개업,생활용품 도매업,"서울특별시 성동구  성수이로 147 (성수동2가, 아이에스비즈타워) 11층 1108호",127.057567869898,37.5480727477157,정좌표
24,5624,이노비즈,하나에이엠티(주),김홍물,비금속 광물제품 제조업,유리 및 유리제품 제조업,충북 청주시 청원구 오창읍 각리1길 75 ,127.433789251617,36.7079747454362,정좌표
25,5625,이노비즈,(주)제이에스엔티,"박종영,정구상",기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경상남도 창원시 의창구 대산면 갈전로 118-28 (대산면),128.684457727628,35.3663203954133,정좌표
26,5626,이노비즈,(주)노르마,정현철,출판업,소프트웨어 개발 및 공급업,서울특별시 성동구 아차산로7나길 18 1204호 (성수에이팩센터),127.057460400236,37.5477017088939,정좌표
27,5627,이노비즈,(주)기무산업,박승엽,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,경상북도 칠곡군 북삼읍 어로4길 49 (북삼읍),128.328347333146,36.0464255436815,정좌표
28,5628,이노비즈,(주)레인테크,김귀상,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경기 화성시 반월길 82 (반월동),127.056452569372,37.2283627251865,정좌표
29,5629,이노비즈,(주)제노임펙트,최재영,정보서비스업,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서울특별시 성동구 성수2가제1동(성수동2가) 280번지 에스케이브이1센터 1동 1012호,127.066099782374,37.5466624163272,정좌표
30,5630,이노비즈,(주)하이브파트너스,조상호,전문 서비스업,광고업,대전광역시 유성구  왕가봉로2번길 68 (노은동) 4층,127.317376057313,36.3651871951003,정좌표
31,5631,이노비즈,주식회사진승정보기술,김규섭,출판업,소프트웨어 개발 및 공급업,서울특별시 마포구 성암로 330 217호,126.885894725655,37.5847263008443,정좌표
32,5632,이노비즈,(주)슈퍼솔루션,김성현,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,"서울 금천구 벚꽃로 244 1107호 (가산동, 벽산디지털밸리5차)",126.885806710386,37.4767543898682,정좌표
